0.680000066757	27.2	1545.932	1546.093	
1.67600011826	26.9	1545.938	1546.098	
2.68300008774	26.6	1545.938	1546.093	
3.67900013924	26.3	1545.938	1546.093	
4.67499995232	26.1	1545.938	1546.098	
5.68300008774	25.8	1545.938	1546.099	
6.67900013924	25.7	1545.938	1546.099	
7.67600011826	25.5	1545.938	1546.099	
8.68400001526	25.4	1545.938	1546.093	
9.68000006676	25.2	1545.938	1546.098	
10.6649999619	25.1	1545.933	1546.093	
11.6830000877	25.0	1545.932	1546.098	
12.6790001392	24.8	1545.933	1546.093	
13.6760001183	24.7	1545.933	1546.098	
14.6830000877	24.6	1545.938	1546.093	
15.6749999523	24.4	1545.933	1546.093	
16.6760001183	24.3	1545.933	1546.099	
17.6830000877	24.2	1545.944	1546.098	
18.6790001392	24.1	1545.932	1546.098	
19.6749999523	24.0	1545.933	1546.093	
20.6830000877	24.0	1545.938	1546.093	
21.6809999943	23.9	1545.938	1546.099	
22.6760001183	23.8	1545.933	1546.087	
23.6820001602	23.7	1545.938	1546.103	
24.6820001602	23.7	1545.944	1546.098	
25.6749999523	23.5	1545.939	1546.097	
26.6840000153	23.5	1545.938	1546.092	
27.6779999733	23.4	1545.933	1546.097	
28.6760001183	23.4	1545.938	1546.091	
29.6830000877	23.3	1545.944	1546.092	
30.6790001392	23.3	1545.944	1546.097	
31.6770000458	23.2	1545.944	1546.091	
32.6820001602	23.2	1545.944	1546.091	
33.6779999733	23.2	1545.939	1546.097	
34.6749999523	23.2	1545.938	1546.092	
35.6840000153	23.2	1545.938	1546.102	
36.6760001183	23.2	1545.938	1546.097	
37.6760001183	23.2	1545.944	1546.091	
38.6830000877	23.1	1545.939	1546.097	
39.6790001392	23.1	1545.944	1546.092	
40.6760001183	23.1	1545.938	1546.092	
41.6679999828	23.1	1545.938	1546.092	
42.6800000668	23.1	1545.939	1546.092	
43.6640000343	23.1	1545.944	1546.092	
44.6640000343	23.0	1545.938	1546.098	
45.6790001392	23.1	1545.938	1546.097	
46.6860001087	23.1	1545.944	1546.097	
47.6820001602	23.1	1545.938	1546.098	
48.6800000668	23.1	1545.938	1546.098	
49.6770000458	23.1	1545.944	1546.098	
50.6830000877	23.1	1545.927	1546.098	
51.6790001392	23.1	1545.938	1546.104	
52.6749999523	23.1	1545.938	1546.098	
53.6820001602	23.0	1545.938	1546.092	
54.6800000668	23.0	1545.944	1546.092	
55.6740000248	23.0	1545.933	1546.098	
56.6820001602	23.0	1545.938	1546.097	
57.6790001392	23.0	1545.938	1546.098	
58.6760001183	23.0	1545.938	1546.098	
59.6820001602	23.0	1545.938	1546.098	
60.6820001602	23.0	1545.933	1546.098	
61.6760001183	23.0	1545.938	1546.098	
62.6730000973	23.0	1545.944	1546.098	
63.6790001392	23.0	1545.938	1546.103	
64.6770000458	22.9	1545.938	1546.097	
65.6830000877	22.9	1545.944	1546.098	
66.6790001392	22.9	1545.938	1546.092	
67.6670000553	22.8	1545.938	1546.098	
68.6820001602	22.8	1545.943	1546.098	
69.6790001392	22.8	1545.944	1546.093	
70.6749999523	22.8	1545.944	1546.092	
71.6840000153	22.8	1545.938	1546.093	
72.6800000668	22.8	1545.944	1546.103	
73.6740000248	22.8	1545.938	1546.098	
74.6830000877	22.8	1545.938	1546.098	
75.6790001392	22.8	1545.938	1546.093	
76.6740000248	22.8	1545.933	1546.092	
77.6840000153	22.8	1545.944	1546.093	
78.6779999733	22.8	1545.938	1546.098	
79.6760001183	22.8	1545.944	1546.087	
80.6830000877	22.8	1545.932	1546.104	
81.6779999733	22.8	1545.938	1546.098	
82.6760001183	22.8	1545.932	1546.093	
83.6840000153	22.8	1545.932	1546.098	
84.6820001602	22.8	1545.938	1546.092	
85.6760001183	22.8	1545.939	1546.093	
86.6820001602	22.8	1545.932	1546.092	
87.6800000668	22.8	1545.938	1546.099	
88.6749999523	22.8	1545.938	1546.093	
89.6830000877	22.8	1545.938	1546.093	
90.6790001392	22.8	1545.938	1546.086	
91.6770000458	22.8	1545.938	1546.098	
92.6830000877	22.8	1545.944	1546.093	
93.6670000553	22.7	1545.938	1546.092	
94.6740000248	22.7	1545.938	1546.092	
95.6830000877	22.7	1545.932	1546.103	
96.6790001392	22.7	1545.944	1546.099	
