0.641000032425	22.4	1545.932	1546.096	1546.202	1546.034	
1.64100003242	22.4	1545.926	1546.101	1546.190	1546.034	
2.64300012589	22.4	1545.943	1546.091	1546.197	1546.034	
3.64300012589	22.4	1545.943	1546.102	1546.196	1546.034	
4.64200019836	22.4	1545.938	1546.090	1546.191	1546.039	
5.64200019836	22.4	1545.932	1546.097	1546.201	1546.034	
6.65300011635	22.4	1545.932	1546.090	1546.185	1546.043	
7.64200019836	22.4	1545.932	1546.090	1546.197	1546.034	
8.64300012589	22.4	1545.937	1546.091	1546.192	1546.039	
9.64300012589	22.4	1545.932	1546.091	1546.191	1546.039	
10.6420001984	22.4	1545.937	1546.091	1546.191	1546.034	
11.6430001259	22.4	1545.938	1546.091	1546.202	1546.039	
12.6420001984	22.4	1545.938	1546.097	1546.196	1546.039	
13.6430001259	22.4	1545.932	1546.091	1546.191	1546.034	
14.6420001984	22.4	1545.943	1546.097	1546.196	1546.039	
15.6430001259	22.4	1545.937	1546.097	1546.185	1546.039	
16.6420001984	22.4	1545.938	1546.091	1546.196	1546.034	
17.6420001984	22.4	1545.932	1546.091	1546.191	1546.034	
18.6420001984	22.4	1545.938	1546.091	1546.195	1546.034	
19.6430001259	22.4	1545.938	1546.097	1546.191	1546.034	
20.6420001984	22.4	1545.938	1546.092	1546.196	1546.039	
21.6420001984	22.4	1545.938	1546.091	1546.196	1546.034	
22.6420001984	22.4	1545.938	1546.092	1546.196	1546.034	
23.6420001984	22.4	1545.932	1546.097	1546.191	1546.039	
24.6420001984	22.4	1545.932	1546.097	1546.197	1546.039	
25.6430001259	22.4	1545.943	1546.091	1546.191	1546.034	
26.6430001259	22.4	1545.932	1546.097	1546.191	1546.034	
27.6480000019	22.4	1545.932	1546.097	1546.202	1546.034	
28.6430001259	22.4	1545.938	1546.091	1546.197	1546.039	
29.6430001259	22.4	1545.937	1546.096	1546.196	1546.038	
30.6430001259	22.4	1545.938	1546.097	1546.197	1546.034	
31.6420001984	22.3	1545.938	1546.091	1546.202	1546.034	
32.6420001984	22.3	1545.932	1546.091	1546.191	1546.039	
33.6420001984	22.3	1545.932	1546.091	1546.196	1546.044	
34.6430001259	22.3	1545.938	1546.097	1546.197	1546.029	
35.6420001984	22.3	1545.932	1546.091	1546.197	1546.039	
36.6430001259	22.3	1545.937	1546.091	1546.185	1546.039	
37.6430001259	22.3	1545.932	1546.096	1546.196	1546.034	
38.6410000324	22.3	1545.932	1546.096	1546.196	1546.039	
39.6420001984	22.3	1545.932	1546.085	1546.191	1546.039	
40.6420001984	22.3	1545.938	1546.091	1546.197	1546.039	
41.6420001984	22.3	1545.932	1546.097	1546.203	1546.039	
42.6420001984	22.3	1545.938	1546.092	1546.199	1546.039	
43.6420001984	22.3	1545.932	1546.097	1546.191	1546.039	
44.6420001984	22.3	1545.938	1546.091	1546.201	1546.039	
45.6430001259	22.3	1545.938	1546.091	1546.186	1546.039	
46.6420001984	22.3	1545.938	1546.091	1546.197	1546.039	
47.6430001259	22.3	1545.932	1546.091	1546.196	1546.034	
48.6480000019	22.3	1545.937	1546.091	1546.196	1546.034	
49.6440000534	22.3	1545.938	1546.091	1546.197	1546.039	
50.6430001259	22.3	1545.938	1546.091	1546.197	1546.035	
51.6440000534	22.3	1545.938	1546.091	1546.196	1546.039	
52.6430001259	22.3	1545.943	1546.096	1546.196	1546.034	
53.6430001259	22.3	1545.932	1546.092	1546.186	1546.034	
54.6420001984	22.3	1545.937	1546.091	1546.192	1546.039	
55.6430001259	22.3	1545.938	1546.090	1546.195	1546.034	
56.6430001259	22.3	1545.938	1546.096	1546.202	1546.039	
57.6440000534	22.3	1545.943	1546.091	1546.191	1546.034	
58.6440000534	22.3	1545.932	1546.091	1546.197	1546.039	
59.6420001984	22.3	1545.938	1546.091	1546.197	1546.039	
60.6430001259	22.3	1545.932	1546.090	1546.196	1546.034	
61.6420001984	22.3	1545.932	1546.097	1546.202	1546.034	
62.6430001259	22.3	1545.938	1546.097	1546.197	1546.039	
63.6430001259	22.3	1545.932	1546.091	1546.198	1546.039	
64.6420001984	22.3	1545.932	1546.091	1546.196	1546.034	
65.6430001259	22.3	1545.938	1546.097	1546.197	1546.034	
66.6430001259	22.3	1545.943	1546.091	1546.197	1546.039	
67.6430001259	22.4	1545.938	1546.091	1546.201	1546.039	
68.6430001259	22.4	1545.938	1546.090	1546.202	1546.039	
69.6420001984	22.4	1545.938	1546.085	1546.197	1546.039	
70.6420001984	22.3	1545.937	1546.090	1546.195	1546.034	
71.6430001259	22.3	1545.938	1546.091	1546.196	1546.039	
72.6430001259	22.3	1545.943	1546.096	1546.196	1546.038	
73.6440000534	22.3	1545.938	1546.096	1546.201	1546.039	
74.6500000954	22.3	1545.938	1546.091	1546.186	1546.039	
75.6420001984	22.3	1545.932	1546.091	1546.201	1546.039	
76.6430001259	22.3	1545.943	1546.091	1546.191	1546.039	
77.6440000534	22.4	1545.932	1546.091	1546.197	1546.039	
78.6440000534	22.4	1545.938	1546.091	1546.197	1546.034	
79.6430001259	22.4	1545.938	1546.096	1546.202	1546.034	
80.6420001984	22.4	1545.938	1546.091	1546.202	1546.039	
81.6440000534	22.4	1545.932	1546.091	1546.197	1546.039	
82.6430001259	22.4	1545.932	1546.091	1546.187	1546.034	
83.6440000534	22.4	1545.944	1546.091	1546.202	1546.039	
84.6440000534	22.4	1545.938	1546.096	1546.202	1546.029	
85.6420001984	22.4	1545.932	1546.097	1546.196	1546.038	
86.6440000534	22.4	1545.932	1546.091	1546.191	1546.034	
87.6430001259	22.4	1545.937	1546.091	1546.190	1546.034	
88.6420001984	22.4	1545.938	1546.091	1546.197	1546.034	
89.6430001259	22.4	1545.937	1546.091	1546.197	1546.039	
90.6420001984	22.4	1545.938	1546.091	1546.191	1546.039	
91.6430001259	22.4	1545.938	1546.090	1546.197	1546.038	
92.6430001259	22.4	1545.938	1546.085	1546.196	1546.034	
93.6430001259	22.4	1545.938	1546.097	1546.202	1546.039	
94.6430001259	22.3	1545.938	1546.091	1546.190	1546.034	
95.6450002193	22.4	1545.938	1546.091	1546.186	1546.029	
96.6430001259	22.4	1545.932	1546.091	1546.202	1546.039	
97.6440000534	22.3	1545.937	1546.097	1546.197	1546.039	
98.6430001259	22.4	1545.937	1546.097	1546.202	1546.039	
99.6430001259	22.3	1545.932	1546.091	1546.196	1546.034	
100.643000126	22.3	1545.932	1546.092	1546.202	1546.039	
101.644000053	22.3	1545.943	1546.096	1546.197	1546.034	
102.643000126	22.3	1545.943	1546.096	1546.185	1546.039	
103.643000126	22.3	1545.943	1546.096	1546.192	1546.039	
104.644000053	22.3	1545.938	1546.091	1546.197	1546.034	
105.644000053	22.3	1545.932	1546.091	1546.197	1546.034	
106.643000126	22.3	1545.938	1546.096	1546.186	1546.039	
107.642000198	22.3	1545.926	1546.097	1546.202	1546.034	
108.642000198	22.3	1545.943	1546.092	1546.197	1546.034	
109.643000126	22.3	1545.943	1546.097	1546.197	1546.034	
110.643000126	22.3	1545.926	1546.097	1546.197	1546.034	
111.642000198	22.3	1545.943	1546.091	1546.197	1546.034	
112.642000198	22.3	1545.937	1546.091	1546.196	1546.034	
113.644000053	22.3	1545.938	1546.091	1546.197	1546.039	
114.643000126	22.3	1545.937	1546.097	1546.197	1546.039	
115.643000126	22.3	1545.932	1546.097	1546.201	1546.034	
116.648000002	22.3	1545.937	1546.091	1546.196	1546.039	
117.644000053	22.3	1545.932	1546.096	1546.191	1546.039	
118.643000126	22.3	1545.937	1546.096	1546.191	1546.039	
119.643000126	22.3	1545.937	1546.096	1546.197	1546.034	
120.643000126	22.3	1545.932	1546.096	1546.196	1546.034	
121.643000126	22.3	1545.937	1546.097	1546.197	1546.034	
122.642000198	22.3	1545.932	1546.096	1546.196	1546.043	
123.642000198	22.3	1545.938	1546.097	1546.202	1546.039	
124.643000126	22.3	1545.932	1546.091	1546.202	1546.034	
125.643000126	22.3	1545.932	1546.091	1546.192	1546.039	
126.643000126	22.3	1545.938	1546.091	1546.202	1546.029	
127.642000198	22.3	1545.932	1546.102	1546.186	1546.034	
128.644000053	22.3	1545.937	1546.097	1546.196	1546.039	
129.643000126	22.3	1545.943	1546.091	1546.198	1546.039	
130.643000126	22.3	1545.932	1546.096	1546.202	1546.034	
131.643000126	22.3	1545.932	1546.097	1546.202	1546.039	
132.642000198	22.3	1545.938	1546.097	1546.202	1546.039	
133.643000126	22.3	1545.937	1546.091	1546.197	1546.034	
134.644000053	22.3	1545.937	1546.096	1546.192	1546.039	
135.642000198	22.3	1545.937	1546.091	1546.201	1546.039	
136.643000126	22.2	1545.937	1546.091	1546.191	1546.039	
137.642000198	22.3	1545.938	1546.097	1546.197	1546.044	
138.643000126	22.3	1545.937	1546.086	1546.191	1546.039	
139.643000126	22.3	1545.937	1546.097	1546.190	1546.034	
140.643000126	22.3	1545.937	1546.091	1546.197	1546.034	
141.643000126	22.3	1545.932	1546.097	1546.186	1546.039	
142.645000219	22.3	1545.937	1546.091	1546.196	1546.039	
143.642000198	22.3	1545.932	1546.097	1546.196	1546.039	
144.642000198	22.3	1545.938	1546.096	1546.191	1546.039	
145.643000126	22.3	1545.943	1546.097	1546.185	1546.039	
146.643000126	22.3	1545.937	1546.091	1546.191	1546.039	
147.643000126	22.2	1545.926	1546.092	1546.196	1546.034	
148.642000198	22.3	1545.937	1546.097	1546.202	1546.034	
149.643000126	22.2	1545.943	1546.090	1546.191	1546.038	
150.643000126	22.2	1545.937	1546.091	1546.192	1546.034	
151.643000126	22.2	1545.938	1546.091	1546.186	1546.034	
152.643000126	22.2	1545.932	1546.092	1546.191	1546.039	
153.641000032	22.2	1545.932	1546.091	1546.196	1546.039	
154.643000126	22.2	1545.943	1546.097	1546.201	1546.039	
155.643000126	22.2	1545.932	1546.091	1546.190	1546.039	
156.643000126	22.2	1545.937	1546.097	1546.191	1546.039	
