15.401	391.9	1550.263	0.572	0.0883595	15.401	391.9	1549.745	0.616	0.086632	15.401	391.9	1550.292	0.613	0.0682018	15.401	391.9	1550.268	0.547	0.0764706	
25.396	391.9	1550.265	0.572	0.0885996	25.396	391.9	1549.745	0.617	0.0868585	25.396	391.9	1550.294	0.613	0.0683492	25.396	391.9	1550.270	0.547	0.0766456	
35.397	391.8	1550.265	0.573	0.0887305	35.397	391.8	1549.745	0.616	0.0866916	35.397	391.8	1550.294	0.614	0.0684638	35.397	391.8	1550.270	0.548	0.0767872	
45.398	391.8	1550.264	0.572	0.0886165	45.398	391.8	1549.745	0.616	0.0864837	45.398	391.8	1550.294	0.613	0.0683445	45.398	391.8	1550.270	0.547	0.0767259	
55.398	391.8	1550.264	0.573	0.0887354	55.398	391.8	1549.744	0.616	0.0865642	55.398	391.8	1550.293	0.614	0.0684295	55.398	391.8	1550.269	0.548	0.0768018	
65.399	391.8	1550.263	0.571	0.0883915	65.399	391.8	1549.744	0.617	0.0867369	65.399	391.8	1550.292	0.613	0.0681471	65.399	391.8	1550.268	0.547	0.0763984	
75.4	391.8	1550.262	0.572	0.0884575	75.4	391.8	1549.744	0.616	0.0866026	75.4	391.8	1550.291	0.613	0.0682167	75.4	391.8	1550.267	0.547	0.0765538	
85.4	391.8	1550.264	0.571	0.0883318	85.4	391.8	1549.744	0.616	0.0868097	85.4	391.8	1550.292	0.612	0.0681996	85.4	391.8	1550.269	0.546	0.0764423	
95.401	391.8	1550.264	0.572	0.088651	95.401	391.8	1549.745	0.616	0.0865921	95.401	391.8	1550.293	0.613	0.0682613	95.401	391.8	1550.269	0.547	0.076682	
105.402	391.7	1550.262	0.572	0.0883193	105.402	391.7	1549.745	0.616	0.0864311	105.402	391.7	1550.291	0.614	0.0681746	105.402	391.7	1550.267	0.547	0.0763804	
115.402	391.7	1550.263	0.572	0.0886512	115.402	391.7	1549.744	0.616	0.0866005	115.402	391.7	1550.292	0.613	0.0683434	115.402	391.7	1550.268	0.547	0.0765989	
125.403	391.7	1550.263	0.573	0.0887544	125.403	391.7	1549.743	0.617	0.0867321	125.403	391.7	1550.291	0.614	0.0683836	125.403	391.7	1550.268	0.548	0.0766896	
135.404	391.8	1550.264	0.573	0.088858	135.404	391.8	1549.744	0.616	0.0865661	135.404	391.8	1550.292	0.614	0.0685541	135.404	391.8	1550.269	0.548	0.0766712	
145.404	391.9	1550.264	0.572	0.0886388	145.404	391.9	1549.745	0.616	0.0866129	145.404	391.9	1550.292	0.614	0.0684091	145.404	391.9	1550.269	0.547	0.0764322	
155.395	391.9	1550.265	0.573	0.0890162	155.395	391.9	1549.745	0.616	0.0865544	155.395	391.9	1550.294	0.614	0.0686236	155.395	391.9	1550.271	0.548	0.0767641	
165.396	391.8	1550.264	0.571	0.0885007	165.396	391.8	1549.746	0.616	0.0865708	165.396	391.8	1550.293	0.613	0.0683543	165.396	391.8	1550.270	0.546	0.0762755	
175.396	391.9	1550.264	0.572	0.0887596	175.396	391.9	1549.746	0.615	0.0864455	175.396	391.9	1550.293	0.614	0.0684849	175.396	391.9	1550.270	0.547	0.0765686	
185.397	391.8	1550.264	0.572	0.0885136	185.397	391.8	1549.745	0.617	0.0866223	185.397	391.8	1550.293	0.613	0.0683877	185.397	391.8	1550.270	0.546	0.0762861	
195.397	391.8	1550.265	0.573	0.0887586	195.397	391.8	1549.746	0.617	0.0865906	195.397	391.8	1550.293	0.614	0.0684777	195.397	391.8	1550.270	0.547	0.0765387	
205.398	391.8	1550.264	0.573	0.0887744	205.398	391.8	1549.745	0.617	0.0865773	205.398	391.8	1550.292	0.615	0.0685392	205.398	391.8	1550.269	0.548	0.0766105	
215.399	391.8	1550.264	0.572	0.088857	215.399	391.8	1549.746	0.615	0.0863653	215.399	391.8	1550.293	0.613	0.0685887	215.399	391.8	1550.270	0.547	0.0766385	
225.399	391.8	1550.263	0.572	0.0885666	225.399	391.8	1549.744	0.615	0.0866307	225.399	391.8	1550.292	0.614	0.0684683	225.399	391.8	1550.269	0.547	0.0763661	
235.4	391.8	1550.263	0.571	0.0885401	235.4	391.8	1549.745	0.616	0.0864974	235.4	391.8	1550.292	0.613	0.0684465	235.4	391.8	1550.269	0.545	0.0761806	
245.401	391.8	1550.263	0.573	0.0886936	245.401	391.8	1549.744	0.616	0.0866346	245.401	391.8	1550.292	0.614	0.0685589	245.401	391.8	1550.269	0.547	0.0763405	
255.401	391.9	1550.263	0.571	0.0886103	255.401	391.9	1549.745	0.615	0.0864781	255.401	391.9	1550.292	0.612	0.068405	255.401	391.9	1550.269	0.545	0.0762079	
265.402	391.9	1550.264	0.572	0.0886144	265.402	391.9	1549.745	0.616	0.0865943	265.402	391.9	1550.292	0.614	0.0684938	265.402	391.9	1550.269	0.547	0.0763049	
275.403	391.9	1550.263	0.573	0.0888243	275.403	391.9	1549.745	0.617	0.0865964	275.403	391.9	1550.292	0.615	0.0685443	275.403	391.9	1550.269	0.547	0.076405	
285.403	391.9	1550.263	0.571	0.0885019	285.403	391.9	1549.746	0.616	0.0864452	285.403	391.9	1550.292	0.613	0.0683237	285.403	391.9	1550.269	0.545	0.0760952	
295.404	391.8	1550.264	0.571	0.088661	295.404	391.8	1549.746	0.616	0.0864702	295.404	391.8	1550.293	0.613	0.0684619	295.404	391.8	1550.270	0.546	0.0763015	
305.405	391.8	1550.263	0.573	0.0888739	305.405	391.8	1549.745	0.616	0.0865055	305.405	391.8	1550.292	0.615	0.0686032	305.405	391.8	1550.269	0.548	0.0764953	
315.405	391.8	1550.264	0.571	0.0886215	315.405	391.8	1549.745	0.615	0.0864384	315.405	391.8	1550.292	0.613	0.0684557	315.405	391.8	1550.270	0.546	0.0762563	
325.406	391.8	1550.264	0.572	0.0887202	325.406	391.8	1549.745	0.616	0.0863573	325.406	391.8	1550.292	0.614	0.0686007	325.406	391.8	1550.269	0.547	0.0764141	
335.407	391.9	1550.263	0.573	0.0887441	335.407	391.9	1549.745	0.617	0.0866754	335.407	391.9	1550.292	0.615	0.068579	335.407	391.9	1550.269	0.547	0.0763264	
345.407	391.8	1550.264	0.573	0.0889415	345.407	391.8	1549.746	0.616	0.0864107	345.407	391.8	1550.293	0.615	0.0686524	345.407	391.8	1550.270	0.547	0.0765135	
