12.38	378.6	1550.234	0.613	0.103241	
17.376	378.6	1550.233	0.611	0.102796	
22.372	378.6	1550.233	0.613	0.103011	
27.368	378.6	1550.234	0.614	0.103278	
32.364	378.6	1550.233	0.612	0.103018	
37.36	378.6	1550.234	0.611	0.102769	
42.356	378.6	1550.233	0.613	0.103013	
47.352	378.6	1550.233	0.611	0.102965	
52.348	378.6	1550.233	0.611	0.102784	
57.344	378.6	1550.233	0.613	0.103156	
62.339	378.6	1550.233	0.615	0.103404	
67.335	378.6	1550.232	0.611	0.102809	
72.331	378.6	1550.232	0.613	0.103033	
77.327	378.6	1550.232	0.614	0.103379	
82.323	378.6	1550.233	0.613	0.10314	
87.319	378.6	1550.233	0.616	0.103756	
92.315	378.6	1550.233	0.611	0.10291	
97.311	378.6	1550.234	0.612	0.10298	
102.307	378.6	1550.233	0.614	0.103435	
107.303	378.6	1550.233	0.612	0.103016	
112.299	378.6	1550.233	0.614	0.103149	
117.294	378.6	1550.233	0.613	0.103029	
122.29	378.6	1550.233	0.612	0.102958	
127.286	378.7	1550.235	0.611	0.102833	
132.282	378.7	1550.233	0.614	0.10318	
137.278	378.7	1550.233	0.613	0.103196	
142.274	378.6	1550.232	0.612	0.102813	
147.27	378.6	1550.232	0.611	0.102745	
152.266	378.5	1550.231	0.612	0.10302	
157.262	378.5	1550.232	0.615	0.103358	
162.248	378.5	1550.231	0.612	0.102946	
167.244	378.5	1550.232	0.614	0.103436	
172.249	378.5	1550.231	0.613	0.103146	
177.235	378.5	1550.232	0.614	0.103256	
182.234	378.5	1550.233	0.613	0.103213	
187.233	378.5	1550.232	0.615	0.103412	
192.232	378.5	1550.232	0.613	0.10322	
197.23	378.5	1550.232	0.613	0.103359	
202.229	378.5	1550.232	0.616	0.103545	
207.228	378.5	1550.232	0.616	0.103451	
212.227	378.5	1550.232	0.611	0.102942	
217.226	378.5	1550.231	0.612	0.102909	
222.224	378.5	1550.233	0.614	0.1033	
227.223	378.5	1550.233	0.614	0.103288	
232.222	378.5	1550.233	0.612	0.103188	
237.221	378.5	1550.233	0.611	0.102839	
242.22	378.5	1550.233	0.611	0.102808	
247.219	378.5	1550.233	0.614	0.103396	
252.218	378.6	1550.233	0.612	0.102912	
257.217	378.6	1550.232	0.611	0.102574	
262.216	378.6	1550.232	0.614	0.103232	
267.215	378.6	1550.234	0.616	0.10359	
272.214	378.5	1550.233	0.613	0.10316	
277.213	378.5	1550.232	0.612	0.103064	
282.211	378.5	1550.233	0.613	0.10327	
287.21	378.5	1550.234	0.613	0.103323	
292.209	378.5	1550.233	0.612	0.103109	
297.208	378.5	1550.234	0.614	0.103456	
302.206	378.5	1550.232	0.613	0.103275	
307.195	378.5	1550.232	0.613	0.103015	
312.204	378.5	1550.231	0.615	0.103549	
317.193	378.5	1550.230	0.614	0.103271	
322.192	378.4	1550.230	0.612	0.102782	
327.191	378.4	1550.230	0.613	0.102881	
332.19	378.4	1550.231	0.613	0.103073	
337.189	378.4	1550.230	0.613	0.103	
342.188	378.4	1550.230	0.611	0.102716	
