28.813	392.1	1550.233	0.624	0.0960217	
38.813	392.1	1550.233	0.622	0.0958593	
48.814	392.1	1550.232	0.622	0.0958399	
58.805	392.1	1550.233	0.620	0.0957058	
68.806	392.1	1550.232	0.621	0.0957026	
78.806	392.1	1550.232	0.622	0.0957069	
88.807	392.1	1550.233	0.622	0.0958249	
98.808	392.1	1550.233	0.621	0.0956858	
108.809	392.1	1550.232	0.621	0.0955697	
118.81	392.2	1550.234	0.621	0.0957739	
128.811	392.2	1550.233	0.622	0.0958515	
138.811	392.2	1550.232	0.622	0.0957191	
148.812	392.2	1550.234	0.621	0.0957397	
158.813	392.1	1550.232	0.621	0.095633	
168.814	392.1	1550.232	0.622	0.095701	
178.814	392.1	1550.232	0.622	0.0957461	
188.815	392.1	1550.233	0.620	0.0957093	
198.816	392.1	1550.233	0.621	0.0959286	
208.817	392.0	1550.234	0.622	0.0958771	
218.818	392.1	1550.234	0.621	0.095586	
228.818	392.1	1550.233	0.621	0.0957795	
238.809	392.1	1550.235	0.623	0.0962831	
248.81	392.1	1550.234	0.623	0.0959298	
258.811	392.0	1550.233	0.622	0.0958209	
268.811	392.0	1550.232	0.619	0.0953439	
278.812	391.9	1550.232	0.621	0.0958244	
288.813	391.8	1550.231	0.621	0.0956884	
298.814	391.8	1550.231	0.620	0.0955955	
308.814	391.8	1550.232	0.624	0.0960577	
318.815	391.8	1550.233	0.622	0.095917	
328.816	391.8	1550.233	0.622	0.0958975	
338.817	391.8	1550.232	0.621	0.0957054	
348.818	391.7	1550.232	0.621	0.0955784	
358.818	391.6	1550.232	0.618	0.0952874	
368.819	391.6	1550.233	0.623	0.0961865	
378.82	391.6	1550.232	0.620	0.0955714	
388.821	391.5	1550.231	0.620	0.0955144	
398.821	391.5	1550.233	0.620	0.0955714	
408.822	391.4	1550.232	0.620	0.0956169	
418.813	391.4	1550.231	0.622	0.0957732	
428.813	391.3	1550.232	0.621	0.0957046	
438.814	391.3	1550.232	0.624	0.0962249	
448.815	391.2	1550.230	0.621	0.0955066	
458.816	391.2	1550.231	0.621	0.0957451	
468.816	391.2	1550.230	0.621	0.0955478	
478.817	391.2	1550.232	0.620	0.0955106	
