6.319	14.3	1545.966	0.610	0.0935887	
16.318	14.3	1545.965	0.609	0.093566	
26.317	14.3	1545.965	0.612	0.0937312	
36.316	14.3	1545.966	0.611	0.0937782	
46.325	14.3	1545.965	0.612	0.0939911	
56.314	14.3	1545.966	0.614	0.0941388	
66.313	14.3	1545.966	0.613	0.0939388	
76.312	14.3	1545.966	0.612	0.0938158	
86.311	14.2	1545.965	0.613	0.0939831	
96.31	14.2	1545.965	0.609	0.0933541	
106.309	14.2	1545.965	0.612	0.0939779	
116.299	14.2	1545.965	0.611	0.0936561	
126.298	14.2	1545.965	0.612	0.0937964	
136.297	14.2	1545.965	0.612	0.0940356	
146.296	14.2	1545.965	0.611	0.0937257	
156.295	14.2	1545.965	0.610	0.0935661	
166.294	14.2	1545.964	0.612	0.093859	
176.293	14.1	1545.964	0.611	0.0937225	
186.292	14.1	1545.964	0.610	0.0935247	
196.291	14.1	1545.964	0.611	0.0936337	
206.291	14.2	1545.965	0.612	0.0937804	
216.29	14.2	1545.965	0.611	0.0938123	
226.29	14.2	1545.964	0.611	0.0937377	
236.29	14.2	1545.964	0.611	0.0936355	
246.29	14.2	1545.964	0.611	0.093865	
256.291	14.2	1545.965	0.609	0.0933678	
266.291	14.2	1545.963	0.612	0.0937718	
276.282	14.2	1545.964	0.613	0.0939145	
286.282	14.2	1545.964	0.611	0.0937632	
296.282	14.2	1545.964	0.613	0.0940305	
306.282	14.2	1545.964	0.611	0.0936063	
316.282	14.2	1545.963	0.612	0.0939472	
326.283	14.2	1545.963	0.612	0.0939141	
336.283	14.2	1545.964	0.612	0.0940288	
346.293	14.2	1545.964	0.611	0.0938975	
356.283	14.2	1545.964	0.611	0.0938019	
366.283	14.2	1545.964	0.611	0.093751	
376.284	14.1	1545.964	0.609	0.0934632	
386.284	14.1	1545.963	0.611	0.0938757	
396.284	14.1	1545.963	0.612	0.0939739	
406.284	14.1	1545.963	0.610	0.0936086	
416.284	14.1	1545.963	0.613	0.0941158	
426.285	14.3	1545.965	0.611	0.0937098	
436.285	14.9	1545.971	0.611	0.0937941	
446.275	15.9	1545.983	0.612	0.0938503	
456.275	17.2	1545.995	0.611	0.0939126	
466.275	18.6	1546.009	0.610	0.0933273	
476.275	20.0	1546.022	0.612	0.0939454	
486.275	21.5	1546.036	0.611	0.0939073	
496.276	23.0	1546.050	0.612	0.093906	
506.276	24.6	1546.065	0.610	0.0937	
516.276	26.2	1546.078	0.610	0.0937055	
526.277	27.7	1546.094	0.610	0.0937959	
536.277	29.3	1546.107	0.609	0.0935642	
546.278	30.9	1546.121	0.610	0.093609	
556.279	32.5	1546.136	0.610	0.0933311	
566.279	34.1	1546.151	0.613	0.0941795	
