0.0	252.71	247.40	0.0	252.71	247.40	0.0	252.71	247.40	0.0	252.71	247.40	
3.31	252.69	247.41	1548.722	0.564	0.0922394	3.31	252.69	247.41	1548.514	0.589	0.0878897	3.31	252.69	247.41	1548.670	0.601	0.0709055	3.31	252.69	247.41	1514.327	0.135	0.000325919	
13.312	252.70	247.41	1548.722	0.565	0.0924229	13.312	252.70	247.41	1548.516	0.590	0.0880488	13.312	252.70	247.41	1548.670	0.601	0.071007	13.312	252.70	247.41	1514.328	0.136	0.000319449	
23.313	252.67	247.42	1548.723	0.565	0.0925158	23.313	252.67	247.42	1548.514	0.593	0.088291	23.313	252.67	247.42	1548.671	0.602	0.0711358	23.313	252.67	247.42	1514.328	0.137	0.000326612	
33.314	252.70	247.42	1548.724	0.566	0.0927287	33.314	252.70	247.42	1548.516	0.592	0.0882902	33.314	252.70	247.42	1548.672	0.602	0.0712822	33.314	252.70	247.42	1514.326	0.136	0.000324794	
43.305	252.71	247.45	1548.723	0.565	0.0926538	43.305	252.71	247.45	1548.517	0.591	0.0882962	43.305	252.71	247.45	1548.672	0.602	0.0712375	43.305	252.71	247.45	1514.328	0.134	0.000318113	
53.316	252.70	247.45	1548.723	0.565	0.0923973	53.316	252.70	247.45	1548.516	0.590	0.0880546	53.316	252.70	247.45	1548.671	0.601	0.0710161	53.316	252.70	247.45	1514.327	0.136	0.000321689	
63.307	252.70	247.45	1548.723	0.564	0.0922816	63.307	252.70	247.45	1548.516	0.589	0.0879726	63.307	252.70	247.45	1548.671	0.600	0.0709886	63.307	252.70	247.45	1514.327	0.135	0.000325603	
73.309	252.67	247.41	1548.723	0.566	0.0925566	73.309	252.67	247.41	1548.515	0.589	0.0878979	73.309	252.67	247.41	1548.671	0.603	0.0711221	73.309	252.67	247.41	1514.326	0.136	0.000325502	
83.31	252.64	247.38	1548.723	0.566	0.0925264	83.31	252.64	247.38	1548.515	0.591	0.0883698	83.31	252.64	247.38	1548.670	0.602	0.0711928	83.31	252.64	247.38	1514.327	0.136	0.000319312	
93.311	252.65	247.40	1548.723	0.567	0.0927791	93.311	252.65	247.40	1548.515	0.593	0.0886365	93.311	252.65	247.40	1548.671	0.604	0.0714239	93.311	252.65	247.40	1514.327	0.137	0.000327423	
103.313	252.66	247.41	1548.722	0.565	0.0922505	103.313	252.66	247.41	1548.514	0.588	0.0877118	103.313	252.66	247.41	1548.670	0.601	0.0709184	103.313	252.66	247.41	1514.326	0.136	0.00032314	
113.315	252.70	247.40	1548.722	0.565	0.0921704	113.315	252.70	247.40	1548.514	0.590	0.0882057	113.315	252.70	247.40	1548.669	0.602	0.0710325	113.315	252.70	247.40	1514.328	0.138	0.000327105	
123.316	252.70	247.42	1548.723	0.566	0.0925167	123.316	252.70	247.42	1548.514	0.591	0.0883785	123.316	252.70	247.42	1548.670	0.603	0.0711699	123.316	252.70	247.42	1514.328	0.135	0.000322017	
133.318	252.72	247.44	1548.724	0.567	0.0927291	133.318	252.72	247.44	1548.516	0.592	0.088383	133.318	252.72	247.44	1548.671	0.604	0.0712811	133.318	252.72	247.44	1514.328	0.136	0.000321048	
143.319	252.70	247.44	1548.723	0.565	0.0924865	143.319	252.70	247.44	1548.515	0.590	0.0881428	143.319	252.70	247.44	1548.671	0.602	0.0711505	143.319	252.70	247.44	1514.329	0.137	0.000323163	
153.311	252.74	247.46	1548.724	0.565	0.0923921	153.311	252.74	247.46	1548.515	0.590	0.087998	153.311	252.74	247.46	1548.671	0.602	0.0709881	153.311	252.74	247.46	1514.328	0.137	0.000325328	
163.313	252.73	247.47	1548.723	0.566	0.0923124	163.313	252.73	247.47	1548.514	0.590	0.0881583	163.313	252.73	247.47	1548.670	0.603	0.0710733	163.313	252.73	247.47	1514.329	0.135	0.000326615	
173.315	252.68	247.45	1548.724	0.566	0.0926947	173.315	252.68	247.45	1548.516	0.593	0.0886332	173.315	252.68	247.45	1548.672	0.604	0.0713589	173.315	252.68	247.45	1514.328	0.135	0.000324535	
183.316	252.64	247.41	1548.723	0.565	0.0925984	183.316	252.64	247.41	1548.515	0.593	0.0885501	183.316	252.64	247.41	1548.671	0.603	0.0712591	183.316	252.64	247.41	1514.327	0.135	0.000322949	
193.317	252.65	247.39	1548.723	0.565	0.0923996	193.317	252.65	247.39	1548.514	0.592	0.0881631	193.317	252.65	247.39	1548.670	0.603	0.0710924	193.317	252.65	247.39	1514.328	0.136	0.000323299	
203.319	252.63	247.38	1548.723	0.566	0.0925717	203.319	252.63	247.38	1548.514	0.592	0.0883141	203.319	252.63	247.38	1548.670	0.603	0.0712298	203.319	252.63	247.38	1514.326	0.135	0.000320028	
213.32	252.64	247.38	1548.722	0.564	0.0924027	213.32	252.64	247.38	1548.516	0.592	0.0882843	213.32	252.64	247.38	1548.670	0.600	0.0711213	213.32	252.64	247.38	1514.327	0.137	0.000325892	
223.321	252.66	247.40	1548.722	0.565	0.0923988	223.321	252.66	247.40	1548.514	0.590	0.0880995	223.321	252.66	247.40	1548.670	0.602	0.0710869	223.321	252.66	247.40	1514.327	0.132	0.000316703	
233.322	252.62	247.39	1548.723	0.565	0.0926601	233.322	252.62	247.39	1548.515	0.592	0.0883966	233.322	252.62	247.39	1548.671	0.602	0.071296	233.322	252.62	247.39	1514.328	0.136	0.000322939	
243.323	252.61	247.37	1548.722	0.564	0.0923828	243.323	252.61	247.37	1548.515	0.590	0.0880862	243.323	252.61	247.37	1548.670	0.600	0.0710112	243.323	252.61	247.37	1514.326	0.138	0.000331184	
253.324	252.59	247.36	1548.723	0.566	0.0926526	253.324	252.59	247.36	1548.514	0.594	0.0886805	253.324	252.59	247.36	1548.670	0.603	0.0713272	253.324	252.59	247.36	1514.328	0.134	0.00032373	
263.316	252.58	247.35	1548.722	0.565	0.0924083	263.316	252.58	247.35	1548.513	0.591	0.0881995	263.316	252.58	247.35	1548.669	0.603	0.0711157	263.316	252.58	247.35	1514.325	0.135	0.000326068	
273.318	252.57	247.34	1548.722	0.564	0.0924492	273.318	252.57	247.34	1548.514	0.592	0.0883564	273.318	252.57	247.34	1548.670	0.601	0.0711252	273.318	252.57	247.34	1514.326	0.137	0.000322952	
283.319	252.58	247.39	1548.722	0.564	0.0922744	283.319	252.58	247.39	1548.515	0.589	0.0878391	283.319	252.58	247.39	1548.670	0.600	0.07095	283.319	252.58	247.39	1514.328	0.136	0.000327264	
293.32	252.62	247.38	1548.722	0.566	0.0925128	293.32	252.62	247.38	1548.514	0.592	0.0882642	293.32	252.62	247.38	1548.670	0.603	0.0712385	293.32	252.62	247.38	1514.328	0.136	0.000321663	
303.321	252.62	247.40	1548.722	0.564	0.0923753	303.321	252.62	247.40	1548.515	0.591	0.0881511	303.321	252.62	247.40	1548.670	0.600	0.0710335	303.321	252.62	247.40	1514.327	0.137	0.000333317	
313.322	252.66	247.38	1548.723	0.566	0.0925102	313.322	252.66	247.38	1548.514	0.592	0.0882266	313.322	252.66	247.38	1548.671	0.603	0.0711969	313.322	252.66	247.38	1514.327	0.135	0.00032807	
