4.621	391.8	1550.260	0.570	0.0886136	4.621	391.8	1549.745	0.615	0.0862039	4.621	391.8	1550.291	0.612	0.0680659	4.621	391.8	1550.285	0.545	0.0762233	
14.621	391.8	1550.259	0.572	0.088775	14.621	391.8	1549.745	0.617	0.0861665	14.621	391.8	1550.289	0.614	0.0681172	14.621	391.8	1550.283	0.547	0.0762427	
24.622	391.8	1550.259	0.570	0.0883853	24.622	391.8	1549.745	0.616	0.086185	24.622	391.8	1550.289	0.612	0.0679037	24.622	391.8	1550.283	0.545	0.0759366	
34.613	391.8	1550.259	0.570	0.0883245	34.613	391.8	1549.745	0.615	0.0862416	34.613	391.8	1550.289	0.612	0.0678898	34.613	391.8	1550.283	0.544	0.0758809	
44.614	391.7	1550.260	0.573	0.0887657	44.614	391.7	1549.745	0.616	0.086212	44.614	391.7	1550.290	0.614	0.0681456	44.614	391.7	1550.284	0.547	0.076326	
54.614	391.7	1550.258	0.572	0.0887207	54.614	391.7	1549.744	0.616	0.0862886	54.614	391.7	1550.289	0.614	0.068054	54.614	391.7	1550.283	0.546	0.0761736	
64.615	391.7	1550.258	0.571	0.0885698	64.615	391.7	1549.745	0.616	0.0861228	64.615	391.7	1550.288	0.613	0.0680292	64.615	391.7	1550.282	0.546	0.0761294	
74.616	391.7	1550.259	0.573	0.088961	74.616	391.7	1549.744	0.615	0.0860285	74.616	391.7	1550.289	0.615	0.0683076	74.616	391.7	1550.283	0.547	0.0764752	
84.616	391.6	1550.258	0.571	0.0884894	84.616	391.6	1549.744	0.614	0.0861452	84.616	391.6	1550.289	0.613	0.0680734	84.616	391.6	1550.283	0.545	0.0761777	
94.617	391.7	1550.258	0.575	0.0891129	94.617	391.7	1549.744	0.616	0.0861938	94.617	391.7	1550.289	0.616	0.0683928	94.617	391.7	1550.283	0.549	0.0765604	
104.618	391.7	1550.258	0.573	0.0891476	104.618	391.7	1549.743	0.616	0.0861531	104.618	391.7	1550.288	0.615	0.0684149	104.618	391.7	1550.282	0.548	0.0765892	
114.618	391.7	1550.258	0.573	0.0888871	114.618	391.7	1549.743	0.615	0.0861429	114.618	391.7	1550.288	0.615	0.0682165	114.618	391.7	1550.282	0.547	0.076375	
124.619	391.7	1550.257	0.572	0.0887188	124.619	391.7	1549.743	0.616	0.0861975	124.619	391.7	1550.287	0.614	0.0681245	124.619	391.7	1550.281	0.546	0.0762409	
134.62	391.7	1550.258	0.573	0.0890341	134.62	391.7	1549.743	0.616	0.0862607	134.62	391.7	1550.288	0.615	0.0683108	134.62	391.7	1550.282	0.547	0.0765062	
144.621	391.7	1550.258	0.572	0.0887856	144.621	391.7	1549.744	0.615	0.0860299	144.621	391.7	1550.288	0.614	0.0681384	144.621	391.7	1550.282	0.546	0.0762775	
154.621	391.7	1550.259	0.573	0.0890196	154.621	391.7	1549.743	0.616	0.0861308	154.621	391.7	1550.289	0.614	0.0683356	154.621	391.7	1550.283	0.547	0.0765799	
164.622	391.7	1550.258	0.572	0.088833	164.622	391.7	1549.744	0.616	0.0862401	164.622	391.7	1550.289	0.614	0.0681554	164.622	391.7	1550.283	0.546	0.0762691	
174.623	391.7	1550.259	0.572	0.0886586	174.623	391.7	1549.744	0.616	0.0861026	174.623	391.7	1550.289	0.614	0.0681433	174.623	391.7	1550.283	0.547	0.0762718	
184.623	391.7	1550.259	0.573	0.0888662	184.623	391.7	1549.744	0.615	0.0861937	184.623	391.7	1550.289	0.615	0.0682313	184.623	391.7	1550.283	0.547	0.0764011	
194.624	391.7	1550.260	0.574	0.0890784	194.624	391.7	1549.745	0.615	0.0860092	194.624	391.7	1550.290	0.615	0.0684214	194.624	391.7	1550.284	0.549	0.0766272	
204.625	391.8	1550.259	0.573	0.0888658	204.625	391.8	1549.744	0.616	0.0863091	204.625	391.8	1550.289	0.614	0.0682149	204.625	391.8	1550.283	0.547	0.0764018	
214.616	391.7	1550.259	0.574	0.0888645	214.616	391.7	1549.744	0.616	0.0862236	214.616	391.7	1550.289	0.616	0.0682432	214.616	391.7	1550.283	0.548	0.0764206	
224.626	391.7	1550.259	0.573	0.0888848	224.626	391.7	1549.744	0.616	0.0863732	224.626	391.7	1550.289	0.615	0.0682336	224.626	391.7	1550.283	0.547	0.0763778	
234.617	391.7	1550.257	0.572	0.0885534	234.617	391.7	1549.744	0.616	0.0862747	234.617	391.7	1550.288	0.614	0.0679623	234.617	391.7	1550.282	0.546	0.0760673	
244.618	391.7	1550.257	0.570	0.0884247	244.618	391.7	1549.744	0.616	0.0861729	244.618	391.7	1550.287	0.612	0.0678788	244.618	391.7	1550.281	0.544	0.0759351	
254.618	391.7	1550.259	0.574	0.0891512	254.618	391.7	1549.744	0.616	0.0862563	254.618	391.7	1550.289	0.615	0.068365	254.618	391.7	1550.283	0.548	0.0766682	
264.619	391.7	1550.257	0.571	0.0885379	264.619	391.7	1549.744	0.615	0.0861024	264.619	391.7	1550.288	0.613	0.0680202	264.619	391.7	1550.282	0.546	0.076125	
274.62	391.7	1550.260	0.572	0.0888812	274.62	391.7	1549.744	0.615	0.0862154	274.62	391.7	1550.290	0.614	0.0682598	274.62	391.7	1550.284	0.547	0.0764894	
284.621	391.6	1550.258	0.573	0.0889056	284.621	391.6	1549.744	0.615	0.0860189	284.621	391.6	1550.288	0.615	0.0682569	284.621	391.6	1550.282	0.547	0.0763887	
294.621	391.6	1550.258	0.572	0.0887628	294.621	391.6	1549.743	0.616	0.0862417	294.621	391.6	1550.288	0.613	0.0681543	294.621	391.6	1550.282	0.546	0.076312	
304.622	391.6	1550.258	0.571	0.0885109	304.622	391.6	1549.743	0.614	0.0861522	304.622	391.6	1550.288	0.613	0.0680874	304.622	391.6	1550.282	0.545	0.0760624	
314.623	391.6	1550.258	0.572	0.0887563	314.623	391.6	1549.744	0.615	0.0861558	314.623	391.6	1550.288	0.614	0.0683375	314.623	391.6	1550.282	0.547	0.0763606	
324.623	391.6	1550.258	0.573	0.088879	324.623	391.6	1549.744	0.616	0.0860949	324.623	391.6	1550.288	0.615	0.0684276	324.623	391.6	1550.282	0.547	0.0764431	
334.624	391.7	1550.258	0.573	0.0888674	334.624	391.7	1549.743	0.617	0.0862742	334.624	391.7	1550.288	0.614	0.0684201	334.624	391.7	1550.283	0.547	0.0764292	
344.625	391.7	1550.258	0.571	0.0885824	344.625	391.7	1549.744	0.616	0.0860968	344.625	391.7	1550.288	0.613	0.0682391	344.625	391.7	1550.282	0.546	0.0761778	
354.626	391.8	1550.259	0.571	0.0886986	354.626	391.8	1549.745	0.615	0.0862432	354.626	391.8	1550.289	0.613	0.0682605	354.626	391.8	1550.283	0.546	0.0762348	
364.626	391.8	1550.259	0.571	0.0884917	364.626	391.8	1549.745	0.615	0.08611	364.626	391.8	1550.289	0.613	0.0682026	364.626	391.8	1550.283	0.545	0.0760914	
374.627	391.8	1550.259	0.572	0.0886778	374.627	391.8	1549.745	0.616	0.0862992	374.627	391.8	1550.289	0.614	0.0683207	374.627	391.8	1550.283	0.547	0.076248	
384.628	391.7	1550.259	0.572	0.088604	384.628	391.7	1549.744	0.616	0.0862907	384.628	391.7	1550.289	0.614	0.0683278	384.628	391.7	1550.283	0.547	0.0761622	
394.628	391.7	1550.258	0.571	0.0886773	394.628	391.7	1549.744	0.615	0.086082	394.628	391.7	1550.289	0.613	0.0684367	394.628	391.7	1550.283	0.546	0.0763125	
404.629	391.7	1550.258	0.572	0.0886262	404.629	391.7	1549.744	0.615	0.0861611	404.629	391.7	1550.289	0.613	0.0684016	404.629	391.7	1550.283	0.546	0.0762315	
414.63	391.8	1550.259	0.573	0.0887803	414.63	391.8	1549.745	0.615	0.0860518	414.63	391.8	1550.289	0.614	0.0685137	414.63	391.8	1550.283	0.547	0.0763368	
424.63	391.8	1550.258	0.573	0.0887356	424.63	391.8	1549.744	0.616	0.0863112	424.63	391.8	1550.289	0.615	0.0685446	424.63	391.8	1550.283	0.548	0.0762558	
434.631	391.8	1550.259	0.573	0.0886387	434.631	391.8	1549.745	0.615	0.0862027	434.631	391.8	1550.289	0.614	0.068499	434.631	391.8	1550.283	0.547	0.0762004	
