29.382	391.6	1550.237	0.621	0.0954769	
39.383	391.5	1550.236	0.621	0.0954494	
49.383	391.5	1550.237	0.623	0.0958909	
59.384	391.5	1550.237	0.620	0.0953555	
69.385	391.6	1550.239	0.621	0.0956201	
79.385	391.6	1550.238	0.623	0.0958288	
89.386	391.6	1550.238	0.620	0.0952626	
99.387	391.6	1550.237	0.623	0.0956792	
109.387	391.5	1550.236	0.620	0.0953478	
119.388	391.5	1550.235	0.621	0.0955047	
129.389	391.5	1550.236	0.621	0.0955383	
139.38	391.6	1550.237	0.622	0.095654	
149.381	391.6	1550.235	0.622	0.0954665	
159.382	391.6	1550.236	0.622	0.0955167	
169.383	391.6	1550.237	0.623	0.0957279	
179.383	391.6	1550.236	0.619	0.0952107	
189.384	391.6	1550.236	0.620	0.0953502	
199.385	391.6	1550.237	0.620	0.0954973	
209.386	391.7	1550.238	0.622	0.0956948	
219.386	391.7	1550.238	0.623	0.0957673	
229.387	391.7	1550.238	0.622	0.095782	
239.388	391.7	1550.236	0.620	0.0954115	
249.389	391.7	1550.237	0.620	0.0953417	
259.389	391.7	1550.237	0.621	0.095577	
269.39	391.7	1550.238	0.622	0.0956565	
279.391	391.7	1550.239	0.622	0.0957208	
289.392	391.7	1550.238	0.621	0.0955493	
299.383	391.6	1550.236	0.621	0.0954473	
309.384	391.6	1550.235	0.620	0.095308	
319.385	391.6	1550.237	0.621	0.0955191	
329.385	391.7	1550.238	0.621	0.0955714	
339.386	391.6	1550.237	0.622	0.0955494	
349.387	391.7	1550.237	0.620	0.095419	
359.388	391.7	1550.239	0.622	0.095871	
369.389	391.6	1550.236	0.621	0.0953607	
379.389	391.6	1550.236	0.622	0.0955752	
389.39	391.7	1550.236	0.620	0.095252	
399.391	391.6	1550.237	0.622	0.0957344	
409.392	391.6	1550.238	0.622	0.0957134	
419.393	391.6	1550.236	0.621	0.095372	
429.394	391.6	1550.236	0.622	0.0955263	
439.395	391.6	1550.237	0.624	0.0957422	
449.395	391.6	1550.237	0.622	0.0956364	
459.386	391.6	1550.236	0.621	0.095338	
469.387	391.7	1550.237	0.619	0.0951791	
479.388	391.7	1550.237	0.620	0.0954831	
489.388	391.7	1550.236	0.622	0.0953536	
499.389	391.8	1550.238	0.621	0.0956507	
509.39	391.9	1550.237	0.619	0.0950728	
519.391	391.8	1550.239	0.622	0.0957693	
529.392	391.8	1550.238	0.621	0.0954213	
539.393	391.8	1550.237	0.622	0.0955624	
549.393	391.8	1550.238	0.622	0.0958063	
559.394	391.9	1550.238	0.621	0.0956648	
569.395	391.9	1550.238	0.622	0.0958076	
579.395	392.0	1550.235	0.621	0.0954536	
589.396	392.0	1550.237	0.622	0.0955744	
599.396	392.0	1550.239	0.622	0.0956801	
609.397	392.1	1550.238	0.621	0.0953553	
619.398	392.2	1550.239	0.621	0.0955883	
629.388	392.2	1550.239	0.622	0.0958787	
639.389	392.3	1550.237	0.620	0.0952328	
649.389	392.3	1550.238	0.622	0.0957732	
659.39	392.2	1550.236	0.620	0.0952147	
669.391	392.2	1550.236	0.623	0.0956737	
679.391	392.3	1550.236	0.622	0.0954834	
689.392	392.3	1550.238	0.621	0.0954944	
