0.0	49.06	48.50	0.0	49.06	48.50	0.0	49.06	48.50	0.0	49.06	48.50	
0.495	49.04	48.48	1546.429	0.572	0.09211	0.495	49.04	48.48	1546.101	0.604	0.0844084	0.495	49.04	48.48	1546.348	0.611	0.0632136	0.495	49.04	48.48	1546.393	0.544	0.0439573	
1.493	49.05	48.49	1546.430	0.572	0.0920834	1.493	49.05	48.49	1546.102	0.603	0.0842247	1.493	49.05	48.49	1546.349	0.611	0.0632501	1.493	49.05	48.49	1546.394	0.545	0.0439815	
2.493	49.05	48.49	1546.430	0.572	0.0923293	2.493	49.05	48.49	1546.101	0.605	0.0842763	2.493	49.05	48.49	1546.350	0.611	0.0633219	2.493	49.05	48.49	1546.395	0.545	0.0440949	
3.493	49.06	48.48	1546.429	0.572	0.0920177	3.493	49.06	48.48	1546.101	0.604	0.0844228	3.493	49.06	48.48	1546.348	0.612	0.0632286	3.493	49.06	48.48	1546.394	0.545	0.0439486	
4.494	49.07	48.49	1546.430	0.571	0.0919832	4.494	49.07	48.49	1546.101	0.603	0.0840728	4.494	49.07	48.49	1546.349	0.610	0.0631412	4.494	49.07	48.49	1546.394	0.544	0.0439249	
5.493	49.07	48.48	1546.429	0.573	0.0921009	5.493	49.07	48.48	1546.101	0.601	0.0839718	5.493	49.07	48.48	1546.348	0.612	0.0631842	5.493	49.07	48.48	1546.394	0.546	0.0439495	
6.494	49.06	48.49	1546.430	0.571	0.0920807	6.494	49.06	48.49	1546.102	0.603	0.0841552	6.494	49.06	48.49	1546.349	0.610	0.063177	6.494	49.06	48.49	1546.394	0.544	0.0439706	
7.494	49.06	48.49	1546.429	0.572	0.0921423	7.494	49.06	48.49	1546.102	0.605	0.0843132	7.494	49.06	48.49	1546.349	0.610	0.0632543	7.494	49.06	48.49	1546.394	0.545	0.0440495	
8.494	49.07	48.48	1546.430	0.573	0.0921512	8.494	49.07	48.48	1546.102	0.605	0.0845049	8.494	49.07	48.48	1546.349	0.612	0.0633102	8.494	49.07	48.48	1546.395	0.546	0.0440532	
9.494	49.07	48.49	1546.430	0.572	0.0922348	9.494	49.07	48.49	1546.102	0.605	0.0844158	9.494	49.07	48.49	1546.349	0.611	0.063323	9.494	49.07	48.49	1546.395	0.545	0.0440791	
10.494	49.06	48.49	1546.429	0.572	0.0921253	10.494	49.06	48.49	1546.102	0.601	0.0837895	10.494	49.06	48.49	1546.349	0.610	0.063111	10.494	49.06	48.49	1546.394	0.545	0.0439622	
11.494	49.05	48.48	1546.430	0.572	0.0921262	11.494	49.05	48.48	1546.102	0.604	0.084529	11.494	49.05	48.48	1546.349	0.612	0.0633489	11.494	49.05	48.48	1546.394	0.545	0.0440226	
12.494	49.06	48.49	1546.430	0.572	0.0921526	12.494	49.06	48.49	1546.103	0.605	0.0845961	12.494	49.06	48.49	1546.349	0.612	0.0633471	12.494	49.06	48.49	1546.394	0.546	0.0440532	
13.494	49.07	48.48	1546.430	0.572	0.0922216	13.494	49.07	48.48	1546.102	0.603	0.0841186	13.494	49.07	48.48	1546.349	0.610	0.0631878	13.494	49.07	48.48	1546.394	0.545	0.0440078	
14.494	49.06	48.48	1546.429	0.573	0.0922643	14.494	49.06	48.48	1546.101	0.600	0.0836053	14.494	49.06	48.48	1546.348	0.611	0.0631279	14.494	49.06	48.48	1546.393	0.545	0.0439938	
15.494	49.06	48.47	1546.430	0.572	0.0920258	15.494	49.06	48.47	1546.102	0.602	0.0841037	15.494	49.06	48.47	1546.349	0.611	0.063175	15.494	49.06	48.47	1546.394	0.545	0.0439405	
16.494	49.07	48.46	1546.429	0.573	0.0921719	16.494	49.07	48.46	1546.102	0.601	0.0840581	16.494	49.07	48.46	1546.348	0.612	0.0632487	16.494	49.07	48.46	1546.394	0.546	0.0440199	
17.493	49.06	48.47	1546.430	0.572	0.0922293	17.493	49.06	48.47	1546.102	0.604	0.0843416	17.493	49.06	48.47	1546.349	0.612	0.0633706	17.493	49.06	48.47	1546.394	0.546	0.0440782	
18.493	49.05	48.47	1546.429	0.572	0.091927	18.493	49.05	48.47	1546.101	0.602	0.0841421	18.493	49.05	48.47	1546.348	0.611	0.063089	18.493	49.05	48.47	1546.394	0.545	0.0438648	
19.494	49.05	48.47	1546.429	0.572	0.0921037	19.494	49.05	48.47	1546.100	0.603	0.0842787	19.494	49.05	48.47	1546.348	0.612	0.0632384	19.494	49.05	48.47	1546.394	0.545	0.0439903	
20.494	49.04	48.46	1546.429	0.573	0.092126	20.494	49.04	48.46	1546.102	0.604	0.0844577	20.494	49.04	48.46	1546.348	0.612	0.0633007	20.494	49.04	48.46	1546.394	0.546	0.0440032	
21.494	49.03	48.47	1546.430	0.573	0.0921983	21.494	49.03	48.47	1546.100	0.601	0.084138	21.494	49.03	48.47	1546.348	0.613	0.0632969	21.494	49.03	48.47	1546.394	0.546	0.0440086	
22.494	49.06	48.46	1546.429	0.571	0.091826	22.494	49.06	48.46	1546.101	0.604	0.0844891	22.494	49.06	48.46	1546.348	0.610	0.0631482	22.494	49.06	48.46	1546.393	0.544	0.0438765	
23.494	49.05	48.46	1546.428	0.571	0.0919266	23.494	49.05	48.46	1546.101	0.603	0.0841335	23.494	49.05	48.46	1546.348	0.610	0.0631066	23.494	49.05	48.46	1546.393	0.543	0.0438856	
24.494	49.05	48.47	1546.429	0.572	0.0920933	24.494	49.05	48.47	1546.101	0.603	0.0842352	24.494	49.05	48.47	1546.348	0.612	0.0631827	24.494	49.05	48.47	1546.394	0.545	0.0439585	
25.494	49.05	48.46	1546.428	0.572	0.0919953	25.494	49.05	48.46	1546.100	0.601	0.0839656	25.494	49.05	48.46	1546.348	0.610	0.0630599	25.494	49.05	48.46	1546.393	0.544	0.0438871	
26.494	49.04	48.46	1546.429	0.572	0.0921778	26.494	49.04	48.46	1546.102	0.604	0.0845379	26.494	49.04	48.46	1546.349	0.612	0.0633573	26.494	49.04	48.46	1546.394	0.546	0.0440826	
27.495	49.03	48.45	1546.429	0.572	0.0921961	27.495	49.03	48.45	1546.101	0.603	0.0843262	27.495	49.03	48.45	1546.348	0.611	0.0633045	27.495	49.03	48.45	1546.394	0.545	0.0440389	
28.494	49.03	48.46	1546.429	0.571	0.0920141	28.494	49.03	48.46	1546.102	0.603	0.084231	28.494	49.03	48.46	1546.348	0.611	0.0631873	28.494	49.03	48.46	1546.394	0.545	0.0439259	
29.495	49.04	48.45	1546.428	0.572	0.0920767	29.495	49.04	48.45	1546.102	0.603	0.0842197	29.495	49.04	48.45	1546.348	0.610	0.0631736	29.495	49.04	48.45	1546.393	0.545	0.043976	
30.495	49.04	48.31	1546.428	0.572	0.0919941	30.495	49.04	48.31	1546.101	0.601	0.0840622	30.495	49.04	48.31	1546.348	0.611	0.0631015	30.495	49.04	48.31	1546.393	0.545	0.0439252	
31.496	49.05	48.45	1546.429	0.572	0.0920124	31.496	49.05	48.45	1546.101	0.604	0.0844352	31.496	49.05	48.45	1546.348	0.611	0.0631937	31.496	49.05	48.45	1546.393	0.545	0.0439384	
32.495	49.05	48.45	1546.429	0.571	0.0919278	32.495	49.05	48.45	1546.101	0.603	0.0843836	32.495	49.05	48.45	1546.348	0.611	0.0631468	32.495	49.05	48.45	1546.393	0.544	0.043905	
33.494	49.05	48.46	1546.429	0.572	0.092173	33.494	49.05	48.46	1546.101	0.603	0.0841632	33.494	49.05	48.46	1546.348	0.611	0.0632053	33.494	49.05	48.46	1546.393	0.545	0.0440146	
34.495	49.04	48.46	1546.429	0.572	0.0919932	34.495	49.04	48.46	1546.101	0.603	0.0842556	34.495	49.04	48.46	1546.348	0.611	0.0631835	34.495	49.04	48.46	1546.394	0.545	0.0439366	
35.494	49.05	48.47	1546.429	0.573	0.0922677	35.494	49.05	48.47	1546.102	0.601	0.0839023	35.494	49.05	48.47	1546.349	0.611	0.0632633	35.494	49.05	48.47	1546.394	0.545	0.0440727	
36.495	49.04	48.47	1546.429	0.572	0.092164	36.495	49.04	48.47	1546.103	0.604	0.0844715	36.495	49.04	48.47	1546.348	0.611	0.063299	36.495	49.04	48.47	1546.394	0.545	0.0439948	
37.495	49.06	48.47	1546.429	0.572	0.0920454	37.495	49.06	48.47	1546.102	0.603	0.0842455	37.495	49.06	48.47	1546.348	0.611	0.0632063	37.495	49.06	48.47	1546.394	0.545	0.0439932	
38.496	49.08	48.48	1546.429	0.572	0.0921313	38.496	49.08	48.48	1546.100	0.604	0.0842965	38.496	49.08	48.48	1546.348	0.611	0.0632012	38.496	49.08	48.48	1546.393	0.545	0.0439973	
39.495	49.07	48.46	1546.429	0.573	0.0922531	39.495	49.07	48.46	1546.102	0.602	0.0843	39.495	49.07	48.46	1546.348	0.612	0.0632942	39.495	49.07	48.46	1546.393	0.546	0.0440535	
40.494	49.08	48.48	1546.429	0.572	0.0920682	40.494	49.08	48.48	1546.100	0.604	0.084345	40.494	49.08	48.48	1546.348	0.612	0.0632572	40.494	49.08	48.48	1546.394	0.545	0.0439807	
