0.810000181198	404.2	1550.719	1550.702	
5.81599998474	404.1	1550.714	1550.696	
10.8210000992	404.2	1550.721	1550.690	
15.8259999752	404.2	1550.723	1550.690	
20.8310000896	404.1	1550.717	1550.696	
25.8370001316	404.2	1550.726	1550.692	
30.8320000172	404.2	1550.721	1550.691	
35.8370001316	404.2	1550.723	1550.702	
40.8430001736	404.2	1550.731	1550.703	
45.8480000496	404.2	1550.722	1550.702	
50.8540000916	404.0	1550.725	1550.702	
55.8589999676	404.1	1550.718	1550.696	
60.864000082	404.0	1550.714	1550.703	
65.868999958	404.0	1550.718	1550.697	
70.875	403.9	1550.721	1550.697	
75.8800001144	404.0	1550.729	1550.703	
80.8849999905	404.0	1550.727	1550.697	
85.8900001049	404.0	1550.725	1550.703	
90.8960001469	404.1	1550.722	1550.697	
95.9010000229	404.1	1550.730	1550.692	
100.906000137	404.0	1550.714	1550.701	
105.911000013	404.1	1550.724	1550.697	
110.917000055	404.1	1550.715	1550.696	
115.92200017	404.0	1550.717	1550.696	
120.927000046	404.0	1550.719	1550.691	
125.93200016	404.1	1550.726	1550.691	
130.937999964	404.1	1550.718	1550.696	
135.943000078	404.1	1550.721	1550.696	
140.947999954	404.2	1550.727	1550.697	
145.953000069	404.1	1550.724	1550.696	
150.959000111	404.1	1550.719	1550.702	
155.963999987	404.1	1550.724	1550.691	
160.969000101	404.0	1550.726	1550.696	
165.970999956	404.1	1550.722	1550.696	
170.97300005	404.1	1550.730	1550.696	
175.975000143	404.1	1550.727	1550.696	
180.978000164	403.9	1550.715	1550.702	
185.970000029	404.0	1550.729	1550.702	
190.972000122	404.1	1550.712	1550.702	
195.973999977	404.2	1550.728	1550.697	
200.976999998	404.1	1550.729	1550.697	
205.979000092	404.1	1550.726	1550.703	
210.980999947	404.1	1550.723	1550.697	
215.98300004	404.2	1550.723	1550.697	
220.985000134	404.2	1550.722	1550.702	
225.986999989	404.1	1550.726	1550.692	
230.989000082	404.0	1550.720	1550.702	
235.991000175	404.2	1550.720	1550.697	
240.993999958	404.1	1550.727	1550.696	
245.996000051	404.1	1550.724	1550.696	
250.998000145	404.1	1550.725	1550.696	
256.0	404.1	1550.719	1550.691	
261.002000093	404.1	1550.723	1550.696	
266.003999949	404.1	1550.718	1550.696	
271.006000042	404.1	1550.724	1550.696	
276.008000135	404.0	1550.724	1550.701	
281.00999999	404.0	1550.724	1550.696	
286.013000011	404.0	1550.722	1550.696	
291.015000105	403.9	1550.724	1550.691	
296.01699996	404.1	1550.728	1550.695	
301.019000053	404.0	1550.720	1550.701	
306.021000147	404.0	1550.722	1550.700	
311.024000168	404.0	1550.719	1550.696	
316.026000023	404.0	1550.726	1550.696	
321.028000116	404.0	1550.728	1550.696	
326.029999971	404.1	1550.722	1550.701	
331.032999992	404.1	1550.720	1550.695	
336.035000086	404.1	1550.724	1550.701	
341.037000179	403.9	1550.723	1550.695	
346.039000034	403.9	1550.728	1550.696	
351.031000137	403.9	1550.715	1550.707	
356.032999992	404.0	1550.725	1550.695	
361.035000086	403.9	1550.718	1550.685	
366.037000179	404.1	1550.716	1550.696	
371.039000034	404.0	1550.717	1550.701	
376.042000055	404.0	1550.718	1550.690	
381.044000149	404.0	1550.721	1550.701	
386.046000004	403.9	1550.718	1550.695	
391.048000097	403.9	1550.719	1550.702	
396.049999952	403.8	1550.721	1550.691	
401.052000046	403.8	1550.718	1550.702	
406.054000139	403.8	1550.716	1550.702	
411.055999994	403.8	1550.714	1550.685	
416.059000015	403.7	1550.720	1550.696	
421.061000109	403.8	1550.712	1550.696	
426.062999964	403.8	1550.719	1550.697	
431.065999985	403.7	1550.713	1550.696	
436.068000078	403.8	1550.724	1550.691	
441.070000172	403.8	1550.716	1550.697	
446.072000027	403.7	1550.715	1550.691	
451.075000048	403.7	1550.716	1550.691	
456.077000141	403.6	1550.720	1550.696	
